t_index	 term	df
11043  ruano  2
11044  rub  4
11045  rubber  26
11046  rubbl  62
11047  rubblervivor  1
11048  rubenstein  2
11049  rubi  2
11050  rubin  7
11051  rude  2
11052  ruder  1
11053  rudimentari  1
11054  rudnick  1
11055  rudolph  10
11056  rue  1
11057  ruegg  1
11058  ruesta  3
11059  rueter  1
11060  rug  5
11061  rugd  1
11062  ruger  1
11063  rugova  1
11064  ruin  36
11065  ruinou  1
11066  rule  196
11067  ruler  39
11068  rumbl  8
11069  rumor  31
11070  rumpl  1
11071  rumsfeld  7
11072  run  216
11073  runaway  1
11074  rundel  4
11075  rundown  5
11076  runin  1
11077  runnerup  13
11078  runoff  41
11079  runup  1
11080  runway  7
11081  rupe  1
11082  rupert  1
11083  ruptur  3
11084  rural  13
11085  ruse  1
11086  rusedski  4
11087  rush  56
11088  russ  1
11089  russel  1
11090  russellvil  1
11091  russia  128
11092  russian  155
11093  russianamerican  2
11094  russiaori  1
11095  rust  2
11096  rusti  2
11097  rustresist  1
11098  ruth  1
11099  ruthless  2
11100  rux  3
11101  ruxandra  2
11102  ruzedzki  1
11103  ruzica  1
11104  rv  9
11105  rva  3
11106  rwanda  3
11107  rwandan  2
11108  rwandiz  2
11109  rwash  1
11110  ry  1
11111  ryan  1
11112  s  25
11113  saba  1
11114  sabaa  1
11115  sabbath  1
11116  sabotag  6
11117  sach  3
11118  sachan  2
11119  sack  3
11120  sacr  5
11121  sacrific  10
11122  sad  22
11123  sada  1
11124  sadah  1
11125  sadam  1
11126  sadat  4
11127  saddam  5
11128  sadden  9
11129  sadder  1
11130  saddiq  1
11131  sadilenko  1
11132  sadli  1
11133  saeed  5
11134  safe  55
11135  safer  2
11136  safeti  42
11137  safin  29
11138  sag  5
11139  saga  2
11140  sage  1
11141  said  729
11142  saigon  22
11143  sail  16
11144  sailor  246
11145  sainov  2
11146  saint  4
11147  sajic  1
11148  sake  2
11149  sala  11
11150  salaam  4
11151  salad  1
11152  salaf  1
11153  salafi  1
11154  salafist  1
11155  salah  2
11156  salanki  1
11157  salari  6
11158  salay  1
11159  salazar  1
11160  sale  14
11161  saleh  38
11162  saler  1
11163  salesman  3
11164  salient  1
11165  salih  1
11166  salim  2
11167  sallah  1
11168  salli  2
11169  salsa  1
11170  salt  5
11171  salut  8
11172  salvador  47
11173  salvadoran  24
11174  salvadorian  2
11175  salvag  13
11176  salvat  1
11177  salvo  1
11178  sam  4
11179  sama  3
11180  same  8
11181  samesex  1
11182  sammi  1
11183  samor  1
11184  sampl  9
11185  sampra  30
11186  samshran  1
11187  samuel  8
11188  samurai  1
11189  san  62
11190  sana  20
11191  sanaa  1
11192  sanchez  8
11193  sanchezvicario  3
11194  sanction  52
11195  sanctuari  4
11196  sand  10
11197  sandbag  2
11198  sander  1
11199  sandi  24
11200  sandiego  1
11201  sandlewood  1
11202  sandov  1
11203  sandra  1
11204  sandrin  10
11205  sandwich  1
11206  sanford  1
11207  sang  2
11208  sangram  1
11209  sanguin  1
11210  sanguinetti  2
11211  sanit  4
11212  sanjay  2
11213  sank  36
11214  sanskriti  1
11215  santa  21
11216  santana  1
11217  santi  1
11218  santiago  1
11219  santistevan  2
11220  santo  1
11221  santorum  6
11222  sap  2
11223  sarah  1
11224  sarajevo  4
11225  sarasota  2
11226  sarong  1
11227  sarvings  1
11228  sasha  3
11229  sat  29
11230  satan  1
11231  satcom  1
11232  satellit  14
11233  satind  3
11234  satisfact  5
11235  satisfactori  2
11236  satisfi  15
11237  satkhira  3
11238  sattar  1
11239  saturday  190
11240  saudi  89
11241  saunder  1
11242  sava  1
11243  savag  2
11244  save  67
11245  savina  2
11246  savior  5
11247  savitabehn  1
11248  savor  2
11249  savvi  4
11250  saw  98
11251  sawedoff  5
11252  say  593
11253  sayaad  1
11254  sayan  1
11255  scale  19
11256  scaledback  1
11257  scalia  1
11258  scalp  1
11259  scam  1
11260  scamper  1
11261  scandal  67
11262  scandinavian  1
11263  scandlin  1
11264  scanlon  1
11265  scanner  2
11266  scant  4
11267  scapego  1
11268  scapegoat  2
11269  scar  6
11270  scarc  4
11271  scare  12
11272  scari  2
11273  scariest  1
11274  scarv  1
11275  scath  3
11276  scatter  13
11277  scenario  12
11278  scene  91
11279  scent  1
11280  schaffer  5
11281  schedul  80
11282  scheme  9
11283  schett  3
11284  scheveck  1
11285  schiff  2
11286  schism  2
11287  schleehauf  1
11288  schlesing  1
11289  schlikov  1
11290  schmalz  1
11291  scholar  6
11292  scholarship  1
11293  school  54
11294  schoolboy  1
11295  schoolchildren  1
11296  schrock  3
11297  schroeder  6
11298  schultz  1
11299  schumer  1
11300  schutner  1
11301  schwartz  2
11302  schwarzkopf  2
11303  schweitzer  2
11304  scienc  15
11305  scientif  5
11306  scientist  12
11307  scoop  1
11308  scoopedout  1
11309  scooter  1
11310  scope  2
11311  scorch  1
11312  score  37
11313  scorn  1
11314  scotland  5
11315  scott  8
11316  scottish  1
11317  scottsdal  2
11318  scounscoun  1
11319  scour  4
11320  scourg  1
11321  scout  1
11322  scrambl  16
11323  scrambler  1
11324  scrap  9
11325  scrape  4
11326  scratch  2
11327  scrawl  1
11328  scrawni  2
11329  scream  15
11330  screech  1
11331  screen  13
11332  screw  1
11333  scribbl  3
11334  script  3
11335  scriptur  1
11336  scrutin  2
11337  scrutini  7
11338  scuffl  1
11339  sculptur  1
11340  scurri  1
11341  scuttl  2
11342  se  1
11343  sea  96
11344  seab  8
11345  seafood  1
11346  seal  16
11347  sealedoff  1
11348  sealift  1
11349  seam  4
11350  seaman  9
11351  seamen  10
11352  sean  3
11353  seanc  1
11354  seaport  3
11355  sear  1
11356  search  143
11357  searchandrescu  1
11358  searcher  7
11359  season  17
11360  seasonend  2
11361  seat  64
11362  seattl  10
11363  seattlebas  1
11364  seawal  1
11365  seawat  5
11366  seaworthi  4
11367  sebastian  2
11368  sebastien  16
11369  sebek  4
11370  sec  3
11371  secessionist  4
11372  sech  1
11373  seclud  1
11374  seclus  2
11375  second  162
11376  secondari  1
11377  secondguess  2
11378  secondhighest  7
11379  secondlargest  2
11380  secondli  4
11381  secondlongest  3
11382  secondround  6
11383  secondse  1
11384  secondseed  6
11385  secondserv  2
11386  secondset  2
11387  secreci  1
11388  secret  82
11389  secretari  157
11390  secretarydesign  4
11391  secretarygener  14
11392  secretli  5
11393  sect  2
11394  sectarian  2
11395  section  19
11396  sector  4
11397  secular  2
11398  secur  314
11399  securitywis  1
11400  sedat  1
11401  see  190
11402  seed  53
11403  seek  92
11404  seeker  3
11405  seem  136
11406  seemingli  3
11407  seen  133
11408  seeth  1
11409  segment  3
11410  segodnya  2
11411  segreg  1
11412  seif  2
11413  seismic  3
11414  seismograph  5
11415  seismolog  3
11416  seismologist  7
11417  seiz  33
11418  sejwal  1
11419  sekou  1
11420  seldom  1
11421  sele  30
11422  select  18
11423  seleri  1
11424  self  6
11425  selfabsorb  1
11426  selfappoint  1
11427  selfcensorship  1
11428  selfconfid  1
11429  selfdefens  4
11430  selfdetermin  4
11431  selfdoubt  2
11432  selfexil  2
11433  selffinanc  1
11434  selfimpos  8
11435  selfinflict  3
11436  selfproclaim  2
11437  selfpromot  1
11438  selfprotect  4
11439  selfrespect  1
11440  selfserv  1
11441  selig  1
11442  sell  14
11443  seller  1
11444  semi  10
11445  semiautomat  1
11446  semiclandestin  1
11447  semidesert  1
11448  semifin  30
11449  semifinalist  12
11450  semin  1
11451  seminar  1
11452  semioffici  1
11453  semion  1
11454  semireform  1
11455  sen  59
11456  senat  123
11457  senatorelect  6
11458  senatori  6
11459  send  70
11460  seneg  2
11461  senelect  1
11462  senior  126
11463  senmelissa  1
11464  sennett  1
11465  sens  53
11466  sensat  1
11467  senseless  4
11468  sensibl  2
11469  sensit  11
11470  sent  141
11471  sentenc  95
11472  sentiment  22
11473  separ  56
11474  separatist  2
11475  seper  1
11476  sept  47
11477  septemb  62
11478  sequenc  2
11479  serafin  1
11480  seraguso  1
11481  serb  49
11482  serbdomin  3
11483  serbia  86
11484  serbian  72
11485  serbianirish  1
11486  serbocroatian  1
11487  seren  6
11488  serena  31
11489  serendipit  1
11490  serga  8
11491  sergaev  1
11492  sergeant  2
11493  sergei  1
11494  sergeyev  1
11495  sergio  8
11496  serheo  1
11497  seri  38
11498  serial  5
11499  seriou  39
11500  serious  31
11501  sermon  3
11502  serov  1
11503  serv  187
11504  servant  6
11505  serveandvolley  5
11506  servic  203
11507  servicemen  24
11508  servil  1
11509  sesam  1
11510  seselj  2
11511  session  39
11512  set  232
11513  setback  5
11514  seth  1
11515  setinya  1
11516  settl  33
11517  settlement  8
11518  seven  130
11519  sevengam  2
11520  sevenpag  1
11521  sevenperson  1
11522  sevenstori  1
11523  seventeen  16
11524  seventerm  2
11525  seventh  30
11526  seventhseed  1
11527  seventi  1
11528  sevenway  1
11529  sevenweek  4
11530  sevenyear  3
11531  sevenyearlong  1
11532  sevenyearold  1
11533  sever  248
11534  severin  1
11535  severodvinsk  1
11536  severomorsk  4
11537  sew  1
11538  sewag  4
11539  sewart  1
11540  sex  8
11541  sexual  15
11542  seymour  1
11543  sgt  5
11544  shaar  2
11545  shab  2
11546  shabtai  1
11547  shack  7
11548  shade  2
11549  shadow  17
11550  shadowi  8
11551  shaeffer  1
11552  shaft  3
11553  shah  4
11554  shaheen  1
11555  shaher  1
11556  shailesh  1
11557  shajea  1
11558  shake  28
11559  shaken  11
11560  shaki  2
11561  shalikashvili  1
11562  shall  3
11563  shallow  3
11564  shallowwat  1
11565  sham  2
11566  shambl  3
11567  shame  6
11568  shamshran  1
11569  shane  1
11570  shannon  1
11571  shantytown  5
11572  shape  27
11573  shapeless  1
11574  shapeup  1
11575  shapiro  1
11576  shard  3
11577  share  39
11578  shargel  1
11579  sharm  3
11580  sharon  2
11581  sharp  13
11582  sharpen  2
11583  sharper  1
11584  sharpli  14
11585  shatter  33
11586  shaughnessi  3
11587  shave  1
11588  shavit  1
11589  shaw  3
11590  shawn  3
11591  she  19
11592  shea  1
11593  sheaf  1
11594  shear  2
11595  sheath  1
11596  shebeck  1
11597  shebek  1
11598  shed  6
11599  sheehan  2
11600  sheehen  1
11601  sheepish  1
11602  sheepishli  1
11603  sheer  3
11604  sheet  22
11605  sheik  5
11606  sheikh  2
11607  sheila  1
11608  shelf  3
11609  shell  7
11610  shelle  4
11611  shelli  1
11612  shelten  1
11613  shelter  22
11614  shelti  1
11615  shelton  6
11616  shelv  2
11617  shemter  1
11618  shephard  1
11619  shepherd  4
11620  sheriff  14
11621  sherman  1
11622  sherri  3
11623  sheryl  1
11624  shi  5
11625  shiela  1
11626  shield  8
11627  shift  20
11628  shiit  3
11629  shine  10
11630  shini  2
11631  ship  193
11632  shipboard  1
11633  shipbuild  6
11634  shipman  1
11635  shipmat  13
11636  shipment  1
11637  shipyard  8
11638  shirley  1
11639  shirt  12
11640  shirtless  2
11641  shiver  1
11642  shkval  7
11643  shlomo  1
11644  shock  43
11645  shoddi  1
11646  shoddili  1
11647  shoe  15
11648  shoeed  1
11649  shoeleath  2
11650  sholti  1
11651  shook  46
11652  shoot  20
11653  shootout  4
11654  shop  53
11655  shopkeep  2
11656  shoplift  2
11657  shopper  1
11658  shore  18
11659  shorelin  1
11660  short  92
11661  shortag  16
11662  shortchang  2
11663  shortcom  4
11664  shortcut  1
11665  shorter  3
11666  shortest  1
11667  shortfal  2
11668  shorthand  2
11669  shortli  47
11670  shortliv  4
11671  shortsleev  1
11672  shortstaf  1
11673  shortterm  3
11674  shot  76
11675  shotgun  18
11676  shotmak  1
11677  should  7
11678  shoulder  16
11679  shouldnt  1
11680  shouldv  1
11681  shout  29
11682  shove  5
11683  shovel  12
11684  show  187
11685  showcas  2
11686  showdown  12
11687  shower  7
11688  shown  20
11689  shrank  4
11690  shrapnel  1
11691  shred  5
11692  shreveport  2
11693  shrewd  4
11694  shrill  1
11695  shrine  1
11696  shriner  1
11697  shrink  6
11698  shrunk  1
11699  shukla  2
11700  shuler  1
11701  shultz  3
11702  shun  2
11703  shusaki  3
11704  shut  27
11705  shutdown  1
11706  shutter  2
11707  shuttl  4
11708  sibl  8
11709  sicili  2
11710  sick  8
11711  side  153
11712  sidelin  11
11713  sidestep  4
11714  sideway  1
11715  sidl  7
11716  sidot  1
11717  sieg  9
11718  siemerink  1
11719  sierra  4
11720  siev  11
11721  siewert  24
11722  sifford  16
11723  sift  11
11724  sigh  3
11725  sight  25
11726  sightse  4
11727  sign  133
11728  signal  34
11729  signalman  1
11730  signatur  7
11731  signifi  1
11732  signific  41
11733  significantli  9
11734  sigonella  2
11735  sikh  1
11736  silberl  1
11737  silenc  19
11738  silent  19
11739  sill  1
11740  silli  1
11741  silliman  1
11742  silo  3
11743  silt  1
11744  silva  1
11745  silver  8
11746  silvertongu  2
11747  silvia  3
11748  silvija  2
11749  simeon  1
11750  simil  1
11751  similar  47
11752  similarli  5
11753  simmer  3
11754  simmon  3
11755  simpl  19
11756  simpler  1
11757  simpli  46
11758  simul  1
11759  simultan  8
11760  sin  3
11761  sinc  341
11762  sincer  5
11763  sindh  2
11764  sing  6
11765  singapor  3
11766  singaporean  1
11767  singer  7
11768  singh  4
11769  singl  50
11770  singledigit  1
11771  singlestori  1
11772  singular  1
11773  singularli  1
11774  sinha  1
11775  sink  32
11776  siobhan  1
11777  sion  1
11778  sip  6
11779  sir  5
11780  sirah  1
11781  siren  1
11782  siriman  1
11783  sister  45
11784  sisterinlaw  1
11785  sit  37
11786  site  80
11787  sitin  2
11788  situat  82
11789  six  149
11790  sixb  1
11791  sixbunk  1
11792  sixday  1
11793  sixfoot  2
11794  sixhour  2
11795  sixman  1
11796  sixmemb  1
11797  sixmonth  1
11798  sixseat  3
11799  sixstori  1
11800  sixteen  3
11801  sixth  32
11802  sixthseed  3
11803  sixti  1
11804  sixvehicl  1
11805  sixweek  5
11806  sixyear  3
11807  sixyearlong  1
11808  siyaram  1
11809  sizabl  2
11810  size  19
11811  sizzl  2
11812  skeptic  10
11813  sketch  11
11814  sketchi  14
11815  ski  2
11816  skiff  10
11817  skill  13
11818  skim  8
11819  skin  7
11820  skip  8
11821  skipper  5
11822  skirmish  1
11823  skirt  5
11824  skull  3
11825  sky  18
11826  skyscrap  4
11827  slab  15
11828  slade  7
11829  slain  10
11830  slam  58
11831  slant  2
11832  slap  3
11833  slash  4
11834  slat  1
11835  slate  6
11836  slater  2
11837  slaughterhous  1
11838  slava  1
11839  slavador  1
11840  slavica  1
11841  slavija  2
11842  slavish  1
11843  slavo  1
11844  slavoljub  1
11845  slay  12
11846  sledgehamm  3
11847  sleep  36
11848  sleepless  1
11849  sleight  1
11850  slender  1
11851  slenderest  1
11852  slept  8
11853  slice  10
11854  slid  2
11855  slide  3
11856  slight  6
11857  slightest  3
11858  slightli  27
11859  slim  10
11860  slime  1
11861  slip  30
11862  slippag  1
11863  sliver  2
11864  slm  2
11865  slobadon  1
11866  slobo  3
11867  slobodan  126
11868  slocomb  1
11869  slogan  12
11870  slope  2
11871  sloppi  5
11872  slouch  1
11873  slovakia  8
11874  slovakian  1
11875  slow  38
11876  slowdown  2
11877  slowest  2
11878  slowfoot  1
11879  slowli  26
11880  slowmov  1
11881  slug  1
11882  sluggish  4
11883  slump  6
11884  slur  1
11885  smack  4
11886  small  208
11887  smaller  25
11888  smallest  2
11889  smaltz  1
11890  smart  2
11891  smarter  2
11892  smartest  1
11893  smartli  1
11894  smash  25
11895  smear  3
11896  smederevska  2
11897  smell  7
11898  smile  36
11899  smit  1
11900  smith  21
11901  smithvil  1
11902  smitten  1
11903  smog  2
11904  smoggiest  1
11905  smoke  26
11906  smoker  1
11907  smokescreen  1
11908  smokey  1
11909  smolder  1
11910  smolinski  1
11911  smooth  9
11912  smoothli  2
11913  smother  2
11914  smuggl  3
11915  snack  2
11916  snake  1
11917  snap  9
11918  snapper  1
11919  snappi  1
11920  snare  1
11921  snarl  1
11922  snatch  8
11923  sneak  3
11924  sneaker  1
11925  sneakerclad  1
11926  sneet  1
11927  snif  3
11928  sniff  1
11929  sniffer  13
11930  snipe  1
11931  sniper  1
11932  snippet  2
11933  snitch  3
11934  snjezana  1
11935  snour  1
11936  snow  11
11937  snowcov  1
11938  snowfal  1
11939  snowstorm  2
11940  snyder  1
11941  so  52
11942  soak  2
11943  soap  1
11944  soapoperat  1
11945  soar  7
11946  sob  3
11947  sober  2
11948  socal  10
11949  soccer  4
11950  social  33
11951  socialist  36
11952  societi  34
11953  sock  3
11954  socotra  2
11955  socti  1
11956  sod  1
11957  sofa  2
11958  soft  10
11959  soften  4
11960  softli  1
11961  softspoken  2
11962  softwar  7
11963  soglasiy  1
11964  soil  7
11965  sojourn  1
11966  solanki  1
11967  solari  1
11968  sold  19
11969  soldier  97
11970  sole  9
11971  solemn  4
11972  solemnli  1
11973  solicit  1
11974  solid  15
11975  solidar  6
11976  solidifi  2
11977  solidli  1
11978  solitari  2
11979  solitud  1
11980  solomon  1
11981  solorzano  2
11982  solut  14
11983  solv  6
11984  somali  2
11985  somalia  8
11986  somaliborn  1
11987  somber  6
11988  somberli  2
11989  some  13
11990  somebodi  22
11991  someday  5
11992  somehow  16
11993  someon  49
11994  someplac  1
11995  someth  112
11996  sometim  50
11997  somewhat  9
11998  somewher  14
11999  somo  1
12000  son  114
12001  sonar  2
12002  song  3
12003  songwrit  3
12004  sonia  3
12005  soninlaw  3
12006  sonni  1
12007  soon  94
12008  sooner  5
12009  soontob  1
12010  sooooo  1
12011  soot  1
12012  sooti  1
12013  sop  1
12014  sophist  22
12015  sordid  1
12016  sore  8
12017  sorri  4
12018  sorrow  3
12019  sort  53
12020  sorti  1
12021  sosonati  7
12022  soto  3
12023  souc  1
12024  sought  50
12025  soul  4
12026  soumaila  1
12027  sound  56
12028  soundli  3
12029  soundproof  1
12030  soup  3
12031  soupstirr  1
12032  sour  2
12033  sourc  93
12034  south  123
12035  southcentr  1
12036  southeast  36
12037  southeastern  10
12038  southern  67
12039  southwest  19
12040  southwestern  6
12041  souvenir  2
12042  sovereign  2
12043  sovereignti  8
12044  soviet  29
12045  sovietera  5
12046  soxon  1
12047  sp  2
12048  space  19
12049  spaciou  1
12050  spain  20
12051  span  6
12052  spangl  1
12053  spaniard  2
12054  spaniel  1
12055  spanish  13
12056  spanishlanguag  3
12057  spanishspeak  6
12058  spare  9
12059  spark  18
12060  spasski  2
12061  spat  1
12062  spate  3
12063  speak  120
12064  speaker  19
12065  spear  1
12066  spearhead  3
12067  speci  1
12068  special  111
12069  specialist  21
12070  specif  55
12071  specifi  13
12072  spectacl  3
12073  spectacular  4
12074  spectat  7
12075  specter  3
12076  spectrum  1
12077  specul  44
12078  sped  4
12079  speech  62
12080  speed  31
12081  speedboat  1
12082  speedi  1
12083  speedskat  1
12084  spell  9
12085  spenc  3
12086  spencer  6
12087  spend  57
12088  spent  74
12089  sperl  2
12090  sphere  1
12091  spi  66
12092  spielberg  1
12093  spill  4
12094  spin  4
12095  spindoctor  1
12096  spine  2
12097  spiral  4
12098  spire  1
12099  spirit  18
12100  spiritu  3
12101  spite  5
12102  splash  1
12103  splashdown  1
12104  splatter  1
12105  splint  1
12106  splinter  3
12107  splinz  1
12108  split  23
12109  spode  1
12110  spoil  11
12111  spoiler  3
12112  spokan  1
12113  spoke  76
12114  spoken  21
12115  spokesman  184
12116  spokesmen  4
12117  spokeswoman  28
12118  sponsor  14
12119  sponsorship  2
12120  spontan  4
12121  spook  1
12122  sporad  1
12123  sport  59
12124  sportsmen  1
12125  spot  33
12126  spotlight  14
12127  spotti  6
12128  spous  7
12129  spragu  1
12130  spraig  1
12131  sprain  7
12132  sprawl  8
12133  spray  6
12134  spread  53
12135  spree  2
12136  spring  28
12137  springfield  3
12138  sprinkl  2
12139  sprint  5
12140  sprout  2
12141  spruanceclass  1
12142  sprung  2
12143  spun  1
12144  spur  5
12145  spy1d  1
12146  spymast  19
12147  squabbl  1
12148  squad  23
12149  squadron  1
12150  squall  3
12151  squander  2
12152  squar  22
12153  squat  1
12154  squatter  3
12155  squeak  2
12156  squeamish  1
12157  squeez  7
12158  squirrel  2
12159  squish  1
12160  sr  3
12161  srdic  4
12162  srebrenica  1
12163  srpska  1
12164  st  55
12165  stab  9
12166  stabenow  5
12167  stabil  43
12168  stabl  21
12169  stacey  1
12170  staci  1
12171  stack  8
12172  stadium  13
12173  staf  3
12174  staff  67
12175  staffer  2
12176  staffinr  1
12177  stafford  4
12178  stage  49
12179  stagger  9
12180  stain  3
12181  stainedglass  3
12182  stair  3
12183  stairwel  4
12184  stake  24
12185  stalem  6
12186  stalin  2
12187  stalinist  1
12188  stalk  2
12189  stall  4
12190  stambol  2
12191  stambuk  1
12192  stamenkov  2
12193  stamina  1
12194  stammer  1
12195  stamped  4
12196  stanc  5
12197  stand  124
12198  standard  18
12199  standbi  1
12200  standingroom  2
12201  standoff  10
12202  standpoint  1
12203  standstil  6
12204  stanley  4
12205  stapl  1
12206  star  32
12207  stare  7
12208  stark  5
12209  starkli  1
12210  starr  1
12211  starrr  1
12212  starstud  1
12213  start  160
12214  startelegram  1
12215  startl  2
12216  starv  1
12217  stash  1
12218  stasio  1
12219  stat  2
12220  state  570
12221  statebuild  1
12222  statecontrol  4
12223  statehous  4
12224  stateless  1
12225  statement  104
12226  stateofth  1
12227  stateoftheart  2
12228  stateown  4
12229  stateroom  1
12230  staterun  25
12231  statesman  2
12232  statesponsor  6
12233  statewid  5
12234  station  121
12235  stationeri  1
12236  statist  13
12237  statu  18
12238  statur  4
12239  statut  5
12240  staunch  2
12241  staunchest  2
12242  staunchli  2
12243  stay  148
12244  ste  1
12245  stead  1
12246  steadfast  1
12247  steadi  4
12248  steadili  4
12249  steal  27
12250  stealer  1
12251  stealth  1
12252  stealthi  1
12253  stealthier  1
12254  stealthili  1
12255  steam  6
12256  steami  1
12257  steel  28
12258  steelentangl  1
12259  steenbuch  1
12260  steep  15
12261  steer  8
12262  stefan  1
12263  stefano  5
12264  stefanov  4
12265  steffi  1
12266  steinberg  1
12267  steindorff  1
12268  stell  1
12269  stellar  1
12270  stem  15
12271  stemmo  1
12272  stenberg  1
12273  stench  2
12274  step  135
12275  stepdown  1
12276  stephani  1
12277  stephanopoulo  1
12278  stephen  7
12279  stepmoth  1
12280  steppingston  1
12281  stepson  1
12282  stereo  1
12283  sterl  3
12284  stern  13
12285  sternavich  1
12286  sternfac  1
12287  sternli  2
12288  steskic  1
12289  stevan  3
12290  steve  10
12291  stevedor  1
12292  steven  3
12293  stevenson  4
12294  stew  1
12295  stewardship  4
12296  stewart  2
12297  stick  18
12298  sticker  2
12299  sticki  1
12300  stickier  4
12301  stiff  3
12302  stifl  2
12303  stigmat  1
12304  still  370
12305  stillburi  1
12306  sting  1
12307  stipend  1
12308  stipul  4
12309  stir  14
12310  stirrup  1
12311  stitch  1
12312  stock  5
12313  stocki  1
12314  stockpil  5
12315  stoical  1
12316  stojanov  1
12317  stojiljikov  1
12318  stojiljkov  3
12319  stoke  4
12320  stoko  1
12321  stokov  1
12322  stole  25
12323  stolen  13
12324  stolt  1
12325  stomach  6
12326  stomachchurn  1
12327  stomp  1
12328  stone  18
12329  stonewal  1
12330  stoni  3
12331  stood  66
12332  stool  2
12333  stop  175
12334  stopgap  2
12335  stopov  4
12336  stoppag  6
12337  stopper  1
12338  storag  3
12339  store  67
12340  stori  79
12341  storm  46
12342  stormi  2
12343  storybook  1
12344  stosic  2
12345  stoutli  1
12346  stowag  1
12347  stoyan  1
12348  straddl  1
12349  straight  23
12350  straighten  1
12351  straightfac  1
12352  straightforward  4
12353  straightset  1
12354  strain  4
12355  strait  2
12356  straition  1
12357  strakov  1
12358  strand  3
12359  strang  9
12360  stranger  6
12361  strangl  1
12362  stranglehold  1
12363  strateg  18
12364  strategeri  1
12365  strategi  20
12366  strategist  7
12367  straw  1
12368  stray  2
12369  streak  16
12370  stream  14
12371  streamlin  1
12372  stree  1
12373  street  176
12374  strength  18
12375  strengthen  27
12376  strenuous  1
12377  stress  33
12378  stretch  30
12379  stretcher  13
12380  strewn  3
12381  stricken  11
12382  strickland  2
12383  strict  5
12384  stricter  1
12385  strictli  7
12386  strictur  1
12387  strident  1
12388  strife  2
12389  strike  85
12390  strikebound  5
12391  strikebreak  3
12392  striker  12
12393  string  14
12394  stringent  2
12395  stringfellow  5
12396  strip  24
12397  stripe  3
12398  strive  7
12399  strode  1
12400  stroke  10
12401  stroll  1
12402  strom  1
12403  strong  92
12404  stronger  17
12405  strongest  10
12406  stronghold  27
12407  strongli  15
12408  strongman  8
12409  strongmen  1
12410  strother  1
12411  strove  1
12412  struck  45
12413  structur  19
12414  struggl  72
12415  stuart  1
12416  stubb  1
12417  stubborn  1
12418  stubbornli  1
12419  stuck  9
12420  student  53
12421  studentrun  1
12422  studi  38
12423  studio  3
12424  stuf  1
12425  stuff  6
12426  stumbl  13
12427  stump  1
12428  stun  40
12429  stung  3
12430  stunningli  2
12431  stunt  2
12432  sturdi  1
12433  sturdier  1
12434  style  20
12435  stymi  1
12436  su  4
12437  suarez  3
12438  sub  21
12439  subcommitte  2
12440  subcontin  3
12441  subdu  7
12442  subgroup  1
12443  subject  39
12444  subjug  1
12445  submachin  2
12446  submarin  63
12447  submerg  5
12448  submers  3
12449  submit  25
12450  subordin  1
12451  subpoena  1
12452  subsaharan  3
12453  subscrib  1
12454  subsequ  9
12455  subsid  4
12456  subsidi  1
12457  subsidiari  3
12458  subsist  1
12459  substanc  6
12460  substandard  2
12461  substanti  17
12462  substitut  4
12463  subterranean  1
12464  subtext  2
12465  subtl  1
12466  suburb  26
12467  suburban  11
12468  subvers  3
12469  subvert  3
12470  subway  1
12471  succ  1
12472  succeed  32
12473  success  70
12474  successor  39
12475  succumb  2
12476  such  8
12477  suchitepequez  5
12478  suck  1
12479  sudan  11
12480  sudanes  1
12481  sudden  20
12482  suddenli  17
12483  sue  7
12484  suez  18
12485  suffer  95
12486  suffici  16
12487  suffoc  4
12488  sugarcoat  1
12489  sugari  1
12490  suggest  94
12491  suharto  1
12492  suicid  129
12493  suit  36
12494  suitabl  5
12495  suitcas  5
12496  suitland  1
12497  sukiyaki  1
12498  sullivan  3
12499  sultan  6
12500  sultri  1
12501  sum  2
12502  summar  2
12503  summari  4
12504  summer  23
12505  summit  32
12506  summon  6
12507  sumner  1
12508  sun  22
12509  sunbak  1
12510  sunda  1
12511  sunday  201
12512  sunglass  2
12513  sunherald  1
12514  sunil  1
12515  sunk  7
12516  sunken  25
12517  sunni  4
12518  sunris  1
12519  sunset  4
12520  sunshin  1
12521  sunsplash  1
12522  super  3
12523  superb  2
12524  superbl  2
12525  superfast  1
12526  superintend  1
12527  superior  4
12528  supermarket  6
12529  superpow  2
12530  superstructur  1
12531  supervis  12
12532  supervisor  6
12533  supplement  1
12534  suppli  55
12535  support  271
12536  suppos  19
12537  supposedli  4
12538  supposingli  1
12539  suppress  12
12540  suprem  47
12541  supremaci  2
12542  supremacist  1
12543  surat  3
12544  sure  105
12545  surebet  1
12546  surf  2
12547  surfac  28
12548  surg  14
12549  surgeon  9
12550  surgeri  13
12551  surgic  3
12552  surnia  1
12553  surpass  5
12554  surplu  3
12555  surpris  52
12556  surprisingli  4
12557  surreal  4
12558  surrend  34
12559  surrog  5
12560  surround  61
12561  surveil  17
12562  survey  26
12563  surviv  100
12564  survivor  92
12565  susa  1
12566  susan  35
12567  susann  1
12568  suscept  2
12569  susi  3
12570  suspect  142
12571  suspend  25
12572  suspens  9
12573  suspici  13
12574  suspicion  36
12575  sustain  13
12576  susten  1
12577  sutyagin  1
12578  svilanov  3
12579  swab  1
12580  swagger  1
12581  swallow  4
12582  swami  3
12583  swamimarayan  1
12584  swamp  1
12585  swan  3
12586  swap  6
12587  swarm  16
12588  swat  7
12589  sway  17
